"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"100","GTLM","John Edwards","4","1:18.546","33:08.025","Green","Track","5.730","3.574","20.364","21.081","7.587","0.561","18.768","0.881","154.351"
"66","GTLM","Joey Hand","6","1:19.112","33:14.033","Green","Track","5.825","3.521","20.476","20.995","7.617","0.573","19.217","0.888","151.119"
"3","GTLM","Antonio Garcia","6","1:18.322","33:16.603","Green","Track","5.698","3.586","20.477","20.958","7.486","0.550","18.693","0.874","157.438"
"62","GTLM","Toni Vilander","6","1:20.420","33:36.415","Green","Track","5.780","3.589","20.762","21.075","7.580","0.558","20.192","0.884","155.181"
"4","GTLM","Tommy Milner","4","1:19.199","33:41.857","Green","Track","5.798","3.540","20.789","21.243","7.580","0.558","18.808","0.883","155.181"
"25","GTLM","Bill Auberlen","5","1:18.752","33:54.137","Green","Track","5.767","3.578","20.487","21.053","7.582","0.560","18.850","0.875","154.627"
"912","GTLM","Earl Bamber","5","3:02.859","34:07.230","Green","Track","105.233","5.007","23.118","21.463","7.605","0.562","18.990","0.881","154.076"
"68","GTLM","Daniel Serra","5","1:29.891","34:12.472","Green","Track","5.762","3.487","20.561","24.001","12.580","0.939","21.677","0.884","92.216"
"911","GTLM","Nick Tandy","6","1:19.064","34:14.919","Green","Track","5.720","3.643","20.877","21.181","7.575","0.557","18.630","0.881","155.459"
"67","GTLM","Richard Westbrook","5","1:18.222","34:19.792","Green","Track","5.771","3.471","20.348","21.003","7.637","0.562","18.548","0.882","154.076"
"100","GTLM","John Edwards","5","1:18.382","34:26.407","Green","Track","5.761","3.536","20.370","21.060","7.589","0.560","18.628","0.878","154.627"
"66","GTLM","Joey Hand","7","1:18.407","34:32.440","Green","Track","5.830","3.551","20.412","20.980","7.627","0.563","18.558","0.886","153.803"
"3","GTLM","Antonio Garcia","7","1:18.283","34:34.886","Green","Track","5.699","3.552","20.459","21.091","7.477","0.550","18.582","0.873","157.438"
"62","GTLM","Toni Vilander","7","1:18.740","34:55.155","Green","Track","5.794","3.601","20.761","21.022","7.564","0.557","18.561","0.880","155.459"
"4","GTLM","Tommy Milner","5","1:18.810","35:00.667","Green","Track","5.782","3.544","20.641","21.150","7.551","0.555","18.706","0.881","156.020"
"25","GTLM","Bill Auberlen","6","1:18.995","35:13.132","Green","Track","5.738","3.582","20.707","21.088","7.569","0.560","18.873","0.878","154.627"
"912","GTLM","Earl Bamber","6","1:19.093","35:26.323","Green","Track","5.773","3.610","20.883","21.155","7.553","0.556","18.686","0.877","155.739"
"68","GTLM","Daniel Serra","6","1:18.349","35:30.821","Green","Track","5.776","3.500","20.523","20.968","7.608","0.562","18.542","0.870","154.076"
"911","GTLM","Nick Tandy","7","1:19.938","35:34.857","Green","Track","5.733","3.702","20.919","21.581","7.557","0.556","19.011","0.879","155.739"
"67","GTLM","Richard Westbrook","6","1:18.131","35:37.923","Green","Track","5.774","3.463","20.280","20.911","7.586","0.558","18.672","0.887","155.181"
"100","GTLM","John Edwards","6","1:18.692","35:45.099","Green","Track","5.760","3.519","20.431","21.194","7.599","0.560","18.749","0.880","154.627"
"66","GTLM","Joey Hand","8","1:18.638","35:51.078","Green","Track","5.834","3.538","20.429","21.124","7.615","0.560","18.656","0.882","154.627"
"3","GTLM","Antonio Garcia","8","1:18.366","35:53.252","Green","Track","5.687","3.561","20.502","21.095","7.498","0.549","18.601","0.873","157.725"
"62","GTLM","Toni Vilander","8","1:18.294","36:13.449","Green","Track","5.809","3.600","20.536","20.972","7.557","0.555","18.390","0.875","156.020"
"4","GTLM","Tommy Milner","6","1:18.667","36:19.334","Green","Track","5.745","3.545","20.558","21.159","7.549","0.553","18.680","0.878","156.584"
"912","GTLM","Earl Bamber","7","1:18.801","36:45.124","Green","Track","5.746","3.637","20.831","21.121","7.536","0.000","18.507","0.870","0.000"
"68","GTLM","Daniel Serra","7","1:18.429","36:49.250","Green","Track","5.769","3.469","20.584","20.987","7.604","0.560","18.581","0.875","154.627"
"25","GTLM","Bill Auberlen","7","1:36.338","36:49.470","Green","Pit","6.420","4.170","24.760","22.295","7.614","0.567","21.264","9.248","152.718"
"911","GTLM","Nick Tandy","8","1:18.884","36:53.741","Green","Track","5.709","3.660","20.793","21.225","7.549","0.000","18.522","0.873","0.000"
"67","GTLM","Richard Westbrook","7","1:23.532","37:01.455","Green","Track","5.776","3.486","22.709","22.443","7.670","0.572","19.994","0.882","151.383"
"66","GTLM","Joey Hand","9","1:18.445","37:09.523","Green","Track","5.806","3.537","20.482","21.059","7.570","0.557","18.550","0.884","155.459"
"3","GTLM","Antonio Garcia","9","1:23.041","37:16.293","Green","Track","6.305","3.965","23.352","21.594","7.536","0.553","18.866","0.870","156.584"
"100","GTLM","John Edwards","7","1:31.518","37:16.617","Green","Pit","5.763","3.546","20.473","22.157","8.036","0.622","21.680","9.241","139.214"
"4","GTLM","Tommy Milner","7","1:18.468","37:37.802","Green","Track","5.691","3.553","20.555","21.062","7.547","0.552","18.631","0.877","156.868"
"62","GTLM","Toni Vilander","9","1:31.795","37:45.244","Green","Track","5.756","3.568","20.580","22.545","14.594","1.081","22.781","0.890","80.103"
"912","GTLM","Earl Bamber","8","1:18.712","38:03.836","Green","Track","5.686","3.614","20.595","21.203","7.573","0.556","18.609","0.876","155.739"
"68","GTLM","Daniel Serra","8","1:18.487","38:07.737","Green","Track","5.770","3.479","20.457","21.052","7.616","0.561","18.671","0.881","154.351"
"911","GTLM","Nick Tandy","9","1:18.866","38:12.607","Green","Track","5.701","3.644","20.650","21.198","7.540","0.554","18.696","0.883","156.301"
"66","GTLM","Joey Hand","10","1:21.022","38:30.545","Green","Track","5.946","3.729","21.914","21.741","7.608","0.559","18.640","0.885","154.903"
"67","GTLM","Richard Westbrook","8","1:31.539","38:32.994","Green","Pit","5.766","3.526","22.066","22.036","7.698","0.562","20.703","9.182","154.076"
"3","GTLM","Antonio Garcia","10","1:19.112","38:35.405","Green","Track","5.701","3.558","20.583","21.153","7.511","0.551","19.184","0.871","157.152"
"4","GTLM","Tommy Milner","8","1:24.308","39:02.110","Green","Track","5.689","3.562","20.539","22.431","11.058","0.702","19.452","0.875","123.349"
