"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"3","GTLM","Antonio Garcia","36","1:19.238","49:57.797","Green","Track","0.648","7.209","7.135","11.092","7.998","10.165","11.835","15.891","1.725","5.540","127.315"
"10","P","Jordan Taylor","38","2:15.805","50:07.538","Green","Track","0.000","0.000","13.930","12.165","8.047","10.559","11.785","16.927","1.749","5.224","0.000"
"66","GTLM","Dirk Muller","34","1:21.347","50:08.093","Green","Track","0.637","7.078","7.556","11.526","8.241","10.459","12.170","16.400","1.775","5.505","129.513"
"5","P","Joao Barbosa","38","2:14.471","50:09.568","Green","Track","0.000","0.000","13.435","11.957","7.977","10.907","11.603","16.444","1.627","5.135","0.000"
"912","GTLM","Frederic Makowiecki","36","1:50.310","50:13.378","Green","Track","0.000","0.000","13.507","11.690","8.190","10.340","12.103","16.253","1.750","5.546","0.000"
"62","GTLM","Giancarlo Fisichella","36","1:20.272","50:13.730","Green","Track","0.649","7.245","7.163","11.161","8.110","10.232","12.174","16.302","1.713","5.523","127.119"
"31","P","Dane Cameron","38","1:17.237","50:16.780","Green","Track","0.591","6.674","7.289","11.043","7.898","10.067","11.331","15.670","1.586","5.088","139.594"
"20","PC","Johnny Mowlem","36","1:20.352","50:19.011","Green","Track","0.618","6.920","7.275","11.272","8.092","10.588","11.977","16.630","1.684","5.296","133.495"
"911","GTLM","Nick Tandy","36","1:20.371","50:19.494","Green","Track","0.643","7.154","7.557","11.296","8.011","10.240","11.985","16.269","1.704","5.512","128.305"
"8","PC","Renger van der Zande","37","2:25.400","50:22.209","Green","Track","0.000","0.000","14.507","12.013","8.129","10.403","11.841","16.716","1.665","5.247","0.000"
"38","PC","James French","38","1:18.545","50:24.768","Green","Track","0.603","6.830","7.302","11.027","7.821","10.224","11.563","16.386","1.629","5.160","136.816"
"25","GTLM","Dirk Werner","36","1:19.099","50:29.824","Green","Track","0.651","7.169","7.171","11.043","7.982","10.072","11.817","15.967","1.717","5.510","126.728"
"70","P","Tom Long","39","1:17.483","50:30.589","Green","Track","0.586","6.699","7.115","11.160","7.823","9.860","11.418","16.134","1.650","5.038","140.785"
"67","GTLM","Ryan Briscoe","36","1:20.670","50:33.582","Green","Track","0.638","7.119","7.853","11.282","8.016","10.306","11.969","16.316","1.707","5.464","129.310"
"68","GTLM","Daniel Serra","36","1:20.696","50:35.742","Green","Track","0.636","7.124","7.317","11.239","8.134","10.320","12.100","16.561","1.760","5.505","129.717"
"100","GTLM","Lucas Luhr","36","1:19.574","50:38.841","Green","Track","0.644","7.135","7.114","11.033","8.005","10.291","11.974","16.069","1.764","5.545","128.106"
"52","PC","Robert Alon","38","1:18.686","50:42.525","Green","Track","0.607","6.802","7.315","11.032","7.937","10.108","11.621","16.413","1.661","5.190","135.914"
"55","P","Tristan Nunez","39","1:29.902","50:43.478","Green","Pit","0.586","6.598","7.250","10.988","7.762","10.035","11.362","16.313","3.869","15.139","140.785"
"4","GTLM","Oliver Gavin","37","1:19.147","51:00.592","Green","Track","0.649","7.240","7.168","10.980","7.987","10.129","11.823","15.913","1.724","5.534","127.119"
"90","P","Goossens/Hunter-Reay ","38","2:24.413","51:06.570","Green","Track","0.000","0.000","14.229","12.449","7.996","10.533","11.738","16.710","1.647","5.136","0.000"
"60","P","Oswaldo Negri","38","2:17.329","51:07.667","Green","Track","0.000","0.000","14.004","12.566","8.250","10.430","11.994","16.388","1.654","5.159","0.000"
"3","GTLM","Antonio Garcia","37","1:19.495","51:17.292","Green","Track","0.649","7.200","7.151","11.072","8.326","10.167","11.897","15.759","1.732","5.542","127.119"
"88","PC","Mark Kvamme","37","1:24.469","51:20.964","Green","Track","0.632","7.150","7.726","11.561","9.120","10.590","12.134","18.363","1.775","5.418","130.538"
"10","P","Jordan Taylor","39","1:17.780","51:25.318","Green","Track","0.605","6.812","7.191","11.091","7.776","9.971","11.476","16.078","1.631","5.149","136.364"
"5","P","Joao Barbosa","39","1:17.419","51:26.987","Green","Track","0.605","6.734","7.326","10.927","7.675","10.217","11.298","15.898","1.617","5.122","136.364"
"66","GTLM","Dirk Muller","35","1:21.038","51:29.131","Green","Track","0.637","7.090","7.497","11.173","8.217","10.814","12.116","16.346","1.709","5.439","129.513"
"912","GTLM","Frederic Makowiecki","37","1:21.418","51:34.796","Green","Track","0.646","7.160","7.308","12.478","8.041","10.249","12.022","16.216","1.748","5.550","127.709"
"62","GTLM","Toni Vilander","37","1:21.937","51:35.667","Green","Track","0.646","7.194","7.361","12.755","8.231","10.211","12.019","16.253","1.726","5.541","127.709"
"31","P","Dane Cameron","39","1:19.090","51:35.870","Green","Track","0.600","6.711","7.161","11.824","7.955","10.090","11.295","16.768","1.597","5.089","137.500"
"0","P","Katherine Legge","38","2:29.580","51:39.252","Green","Track","0.000","0.000","14.985","14.216","8.687","11.636","12.283","17.745","1.613","5.092","0.000"
"85","PC","Stephen Simpson","38","2:29.194","51:40.361","Green","Track","0.000","0.000","15.251","13.101","8.278","11.288","12.236","17.851","1.725","5.328","0.000"
"911","GTLM","Nick Tandy","37","1:20.955","51:40.449","Green","Track","0.644","7.148","7.091","11.673","7.900","10.222","12.026","16.915","1.773","5.563","128.106"
"20","PC","Johnny Mowlem","37","1:22.109","51:41.120","Green","Track","0.618","6.901","7.345","12.652","8.300","10.344","12.004","16.934","1.723","5.288","133.495"
"8","PC","Renger van der Zande","38","1:19.249","51:41.458","Green","Track","0.616","6.901","7.157","11.259","7.824","10.134","11.674","16.780","1.679","5.225","133.929"
"25","GTLM","Dirk Werner","37","1:18.835","51:48.659","Green","Track","0.640","7.092","7.039","11.058","8.001","10.079","11.770","15.866","1.748","5.542","128.906"
"67","GTLM","Ryan Briscoe","37","1:19.641","51:53.223","Green","Track","0.637","7.095","7.369","11.189","7.984","10.149","11.866","16.153","1.720","5.479","129.513"
"68","GTLM","Daniel Serra","37","1:20.466","51:56.208","Green","Track","0.638","7.129","7.306","11.231","8.031","10.320","12.178","16.436","1.721","5.476","129.310"
"38","PC","James French","39","1:31.720","51:56.488","Green","Pit","0.601","6.798","7.296","11.082","7.930","10.343","11.619","16.666","4.014","15.371","137.271"
"100","GTLM","Lucas Luhr","37","1:19.658","51:58.499","Green","Track","0.640","7.095","7.058","11.050","8.069","10.283","12.069","16.007","1.826","5.561","128.906"
"70","P","Tom Long","40","1:30.921","52:01.510","Green","Pit","0.587","6.613","7.365","11.180","7.908","10.015","11.515","16.702","3.734","15.302","140.545"
"52","PC","Robert Alon","39","1:19.071","52:01.596","Green","Track","0.604","6.788","7.310","10.934","8.015","10.082","11.645","16.829","1.671","5.193","136.589"
"4","GTLM","Tommy Milner","38","1:19.101","52:19.693","Green","Track","0.647","7.227","7.177","10.981","7.958","10.100","11.868","15.894","1.719","5.530","127.512"
"90","P","Goossens/Hunter-Reay ","39","1:17.451","52:24.021","Green","Track","0.604","6.728","7.017","11.130","7.651","9.922","11.419","16.201","1.649","5.130","136.589"
"60","P","Oswaldo Negri","39","1:18.374","52:26.041","Green","Track","0.600","6.727","7.111","11.374","7.838","10.026","11.687","16.181","1.653","5.177","137.500"
"3","GTLM","Antonio Garcia","38","1:18.894","52:36.186","Green","Track","0.649","7.227","7.120","10.893","8.035","10.108","11.820","15.758","1.738","5.546","127.119"
"10","P","Jordan Taylor","40","1:17.298","52:42.616","Green","Track","0.603","6.775","6.939","10.903","7.731","10.089","11.480","16.004","1.628","5.146","136.816"
"5","P","Joao Barbosa","40","1:17.444","52:44.431","Green","Track","0.601","6.727","6.958","10.809","7.600","9.903","11.411","16.714","1.606","5.115","137.271"
"88","PC","Mark Kvamme","38","1:24.754","52:45.718","Green","Track","0.628","6.993","7.789","11.783","8.300","10.522","12.499","19.100","1.752","5.388","131.369"
"66","GTLM","Dirk Muller","36","1:19.647","52:48.778","Green","Track","0.637","7.070","7.207","11.147","7.979","10.152","12.039","16.230","1.726","5.460","129.513"
"31","P","Dane Cameron","40","1:17.134","52:53.004","Green","Track","0.598","6.761","7.171","11.021","7.708","9.920","11.472","15.769","1.606","5.108","137.960"
"912","GTLM","Frederic Makowiecki","38","1:19.227","52:54.023","Green","Track","0.647","7.172","7.163","10.956","7.886","10.102","11.965","16.114","1.710","5.512","127.512"
"62","GTLM","Toni Vilander","38","1:20.066","52:55.733","Green","Track","0.648","7.214","7.410","11.169","8.009","10.071","11.936","16.269","1.753","5.587","127.315"
"0","P","Katherine Legge","39","1:22.515","53:01.767","Green","Track","0.600","6.716","7.979","11.935","8.157","10.834","12.013","17.577","1.614","5.090","137.500"
"85","PC","Stephen Simpson","39","1:22.876","53:03.237","Green","Track","0.620","6.893","7.499","11.317","8.139","11.267","12.312","17.829","1.698","5.302","133.065"
"911","GTLM","Nick Tandy","38","1:23.350","53:03.799","Green","Track","0.643","7.117","7.540","11.296","8.210","10.775","12.183","18.250","1.767","5.569","128.305"
"55","P","Tristan Nunez","40","2:20.366","53:03.844","Green","Track","0.000","0.000","14.678","12.706","8.258","10.680","11.915","17.400","1.723","5.130","0.000"
"8","PC","Renger van der Zande","39","1:23.205","53:04.663","Green","Track","0.608","6.782","7.908","12.386","8.342","10.550","11.903","17.733","1.704","5.289","135.691"
"20","PC","Johnny Mowlem","38","1:23.762","53:04.882","Green","Track","0.614","6.832","7.857","12.547","8.388","10.941","12.025","17.591","1.699","5.268","134.365"
"25","GTLM","Dirk Werner","38","1:19.370","53:08.029","Green","Track","0.644","7.095","7.080","10.992","8.131","10.502","11.802","15.900","1.719","5.505","128.106"
"54","PC","Jonathan Bennett","25","19:14.372","53:12.268","Green","Track","0.000","0.000","14.745","13.337","9.155","11.936","12.749","18.376","1.766","5.376","0.000"
"67","GTLM","Ryan Briscoe","38","1:19.574","53:12.797","Green","Track","0.639","7.083","7.203","11.201","7.989","10.247","11.906","16.154","1.695","5.457","129.108"
"68","GTLM","Daniel Serra","38","1:20.872","53:17.080","Green","Track","0.638","7.112","7.227","11.259","8.129","10.489","12.172","16.582","1.760","5.504","129.310"
"100","GTLM","Lucas Luhr","38","1:19.909","53:18.408","Green","Track","0.640","7.130","7.140","11.003","8.107","10.266","12.084","16.192","1.777","5.570","128.906"
"52","PC","Robert Alon","40","1:33.416","53:35.012","Green","Pit","0.606","6.796","7.304","11.230","8.105","10.138","11.691","16.818","5.136","15.592","136.139"
"4","GTLM","Tommy Milner","39","1:19.184","53:38.877","Green","Track","0.647","7.213","7.066","10.902","7.972","10.189","11.979","15.954","1.725","5.537","127.512"
"90","P","Ryan Hunter-Reay","40","1:17.295","53:41.316","Green","Track","0.600","6.726","6.841","11.039","7.677","9.915","11.403","16.245","1.680","5.169","137.500"
"60","P","Oswaldo Negri","40","1:17.229","53:43.270","Green","Track","0.603","6.761","6.957","10.938","7.734","9.790","11.517","16.040","1.693","5.196","136.816"
"3","GTLM","Antonio Garcia","39","1:18.834","53:55.020","Green","Track","0.649","7.249","7.072","10.890","7.928","10.158","11.843","15.784","1.728","5.533","127.119"
"10","P","Jordan Taylor","41","1:16.730","53:59.346","Green","Track","0.604","6.796","6.901","10.889","7.751","9.853","11.501","15.634","1.643","5.158","136.589"
"5","P","Joao Barbosa","41","1:16.799","54:01.230","Green","Track","0.598","6.750","7.158","10.782","7.692","9.880","11.334","15.844","1.634","5.127","137.960"
"31","P","Dane Cameron","41","1:16.459","54:09.463","Green","Track","0.598","6.747","6.976","10.646","7.623","9.759","11.244","16.141","1.613","5.112","137.960"
"66","GTLM","Dirk Muller","37","1:20.742","54:09.520","Green","Track","0.638","7.092","7.356","11.142","8.013","10.322","12.276","16.733","1.716","5.454","129.310"
"912","GTLM","Frederic Makowiecki","39","1:19.343","54:13.366","Green","Track","0.646","7.161","7.193","10.944","7.986","10.193","11.931","15.998","1.753","5.538","127.709"
"62","GTLM","Toni Vilander","39","1:19.536","54:15.269","Green","Track","0.652","7.252","7.108","11.117","7.984","10.081","11.979","16.083","1.731","5.549","126.534"
"70","P","Joel Miller","41","2:20.882","54:22.392","Green","Track","0.000","0.000","14.358","13.005","8.703","10.707","11.814","16.418","1.716","5.123","0.000"
"0","P","Katherine Legge","40","1:21.736","54:23.503","Green","Track","0.593","6.846","7.649","11.664","8.371","11.120","11.975","16.850","1.609","5.059","139.123"
"55","P","Tristan Nunez","41","1:20.100","54:23.944","Green","Track","0.598","6.715","7.373","11.382","7.836","10.517","11.894","17.056","1.650","5.079","137.960"
"85","PC","Stephen Simpson","40","1:21.556","54:24.793","Green","Track","0.617","6.900","7.357","11.253","7.982","11.116","12.681","16.719","1.674","5.257","133.712"
"88","PC","Mark Kvamme","39","1:39.777","54:25.495","Green","Pit","0.629","7.029","7.782","11.859","8.242","10.737","12.288","19.746","5.271","16.194","131.161"
"8","PC","Renger van der Zande","40","1:20.973","54:25.636","Green","Track","0.616","6.905","7.401","11.164","7.918","10.329","12.684","17.050","1.654","5.252","133.929"
"20","PC","Johnny Mowlem","39","1:21.705","54:26.587","Green","Track","0.610","6.808","7.577","11.495","8.022","10.220","12.385","17.619","1.702","5.267","135.246"
"911","GTLM","Nick Tandy","39","1:23.371","54:27.170","Green","Track","0.646","7.231","7.378","11.195","8.071","10.427","13.332","17.862","1.720","5.509","127.709"
"38","PC","Kyle Marcelli","40","2:30.981","54:27.469","Green","Track","0.000","0.000","14.797","13.311","8.695","11.994","13.191","18.895","1.700","5.261","0.000"
"25","GTLM","Dirk Werner","39","1:20.154","54:28.183","Green","Track","0.641","7.097","7.212","10.938","7.925","10.101","11.905","17.141","1.700","5.494","128.705"
"67","GTLM","Ryan Briscoe","39","1:21.342","54:34.139","Green","Track","0.635","7.090","7.772","11.893","8.386","10.232","11.979","16.155","1.717","5.483","129.921"
"68","GTLM","Daniel Serra","39","1:21.327","54:38.407","Green","Track","0.641","7.137","7.244","11.368","8.094","10.497","12.174","16.878","1.770","5.524","128.705"
"100","GTLM","Lucas Luhr","39","1:20.487","54:38.895","Green","Track","0.639","7.147","7.157","11.310","8.189","10.206","12.071","16.482","1.753","5.533","129.108"
"54","PC","Jonathan Bennett","26","1:38.780","54:51.048","Green","Pit","0.622","6.978","8.159","12.202","8.725","11.227","12.438","18.262","4.581","15.586","132.637"
"4","GTLM","Tommy Milner","40","1:19.458","54:58.335","Green","Track","0.646","7.218","7.051","11.004","8.029","10.270","11.988","16.007","1.724","5.521","127.709"
"90","P","Ryan Hunter-Reay","41","1:17.439","54:58.755","Green","Track","0.603","6.727","6.982","11.101","7.733","9.934","11.302","16.296","1.639","5.122","136.816"
"60","P","Oswaldo Negri","41","1:16.853","55:00.123","Green","Track","0.604","6.764","6.832","10.904","7.795","9.782","11.470","15.971","1.618","5.113","136.589"
"3","GTLM","Antonio Garcia","40","1:18.957","55:13.977","Green","Track","0.650","7.228","7.116","10.856","7.982","10.111","11.927","15.851","1.719","5.517","126.923"
"10","P","Jordan Taylor","42","1:16.555","55:15.901","Green","Track","0.605","6.787","6.941","10.720","7.684","9.785","11.560","15.701","1.634","5.138","136.364"
"5","P","Joao Barbosa","42","1:16.361","55:17.591","Green","Track","0.598","6.729","7.091","10.796","7.705","9.829","11.346","15.508","1.634","5.125","137.960"
"31","P","Dane Cameron","42","1:15.510","55:24.973","Green","Track","0.598","6.731","6.875","10.617","7.572","9.660","11.191","15.519","1.625","5.122","137.960"
"66","GTLM","Dirk Muller","38","1:19.989","55:29.509","Green","Track","0.638","7.092","7.393","11.190","8.038","10.208","12.055","16.217","1.714","5.444","129.310"
"912","GTLM","Frederic Makowiecki","40","1:18.976","55:32.342","Green","Track","0.645","7.144","7.171","11.014","7.883","10.114","11.899","15.883","1.715","5.508","127.907"
"62","GTLM","Toni Vilander","40","1:19.778","55:35.047","Green","Track","0.648","7.217","7.413","11.144","7.927","10.101","11.973","16.102","1.709","5.544","127.315"
"70","P","Joel Miller","42","1:17.576","55:39.968","Green","Track","0.595","6.724","7.290","11.086","7.847","9.912","11.462","15.921","1.666","5.073","138.655"
"55","P","Tristan Nunez","42","1:17.016","55:40.960","Green","Track","0.592","6.630","7.365","10.921","7.622","9.910","11.268","15.959","1.646","5.103","139.358"
"0","P","Katherine Legge","41","1:19.833","55:43.336","Green","Track","0.594","6.736","8.158","11.449","7.958","10.093","11.702","16.473","1.597","5.073","138.889"
"85","PC","Stephen Simpson","41","1:19.086","55:43.879","Green","Track","0.614","6.876","7.427","11.162","7.832","10.182","11.782","16.369","1.644","5.198","134.365"
"8","PC","Renger van der Zande","41","1:18.714","55:44.350","Green","Track","0.617","6.891","7.122","11.164","7.951","10.061","11.672","16.378","1.650","5.208","133.712"
"20","PC","Johnny Mowlem","40","1:19.186","55:45.773","Green","Track","0.615","6.855","7.352","11.298","7.988","10.171","11.685","16.244","1.703","5.275","134.146"
"38","PC","Kyle Marcelli","41","1:21.222","55:48.691","Green","Track","0.616","7.116","7.848","11.644","8.064","10.378","12.011","16.666","1.648","5.231","133.929"
"911","GTLM","Nick Tandy","40","1:22.782","55:49.952","Green","Track","0.645","7.145","8.765","12.570","8.028","10.304","12.061","16.004","1.730","5.530","127.907"
"25","GTLM","Dirk Werner","40","1:22.845","55:51.028","Green","Track","0.639","7.081","7.735","13.153","8.500","10.444","12.042","16.008","1.724","5.519","129.108"
"67","GTLM","Ryan Briscoe","40","1:19.306","55:53.445","Green","Track","0.637","7.105","7.401","10.955","7.951","10.157","11.923","16.010","1.709","5.458","129.513"
"52","PC","Tom Kimber-Smith","41","2:23.563","55:58.575","Green","Track","0.000","0.000","14.582","12.748","8.384","10.623","12.152","16.908","1.700","5.275","0.000"
"68","GTLM","Daniel Serra","40","1:20.806","55:59.213","Green","Track","0.642","7.150","7.237","11.259","8.078","10.355","12.242","16.681","1.713","5.449","128.505"
"100","GTLM","Lucas Luhr","40","1:20.860","55:59.755","Green","Track","0.640","7.094","7.297","11.228","8.193","10.356","12.085","16.726","1.743","5.498","128.906"
"90","P","Ryan Hunter-Reay","42","1:17.204","56:15.959","Green","Track","0.595","6.717","6.896","10.947","7.756","10.075","11.416","15.982","1.668","5.152","138.655"
"60","P","Oswaldo Negri","42","1:17.531","56:17.654","Green","Track","0.597","6.705","7.038","10.889","7.831","10.045","11.685","15.955","1.636","5.150","138.191"
"4","GTLM","Tommy Milner","41","1:20.823","56:19.158","Green","Track","0.646","7.233","7.298","11.227","8.063","10.345","12.262","16.506","1.720","5.523","127.709"
"10","P","Jordan Taylor","43","1:16.344","56:32.245","Green","Track","0.602","6.752","6.817","10.637","7.705","9.942","11.510","15.629","1.631","5.119","137.043"
"3","GTLM","Antonio Garcia","41","1:19.304","56:33.281","Green","Track","0.647","7.224","7.110","10.891","7.982","10.155","11.903","16.175","1.712","5.505","127.512"
"5","P","Joao Barbosa","43","1:15.944","56:33.535","Green","Track","0.600","6.714","7.016","10.626","7.579","9.808","11.246","15.611","1.637","5.107","137.500"
"31","P","Dane Cameron","43","1:15.279","56:40.252","Green","Track","0.598","6.726","6.872","10.574","7.572","9.712","11.160","15.329","1.634","5.102","137.960"
"66","GTLM","Dirk Muller","39","1:19.468","56:48.977","Green","Track","0.636","7.059","7.295","11.088","8.009","10.141","11.937","16.126","1.723","5.454","129.717"
"912","GTLM","Frederic Makowiecki","41","1:18.809","56:51.151","Green","Track","0.645","7.139","7.104","11.036","7.868","10.084","11.880","15.845","1.713","5.495","127.907"
"62","GTLM","Toni Vilander","41","1:19.775","56:54.822","Green","Track","0.649","7.219","7.257","11.073","8.072","10.080","11.974","16.185","1.722","5.544","127.119"
"70","P","Joel Miller","43","1:17.581","56:57.549","Green","Track","0.594","6.682","7.107","11.088","7.895","9.941","11.437","16.058","1.690","5.089","138.889"
"55","P","Tristan Nunez","43","1:17.013","56:57.973","Green","Track","0.598","6.774","7.132","10.797","7.600","9.918","11.418","16.037","1.658","5.081","137.960"
"85","PC","Stephen Simpson","42","1:19.083","57:02.962","Green","Track","0.605","6.775","7.281","11.413","8.100","10.263","11.697","16.042","1.661","5.246","136.364"
"0","P","Katherine Legge","42","1:20.480","57:03.816","Green","Track","0.596","6.719","7.515","11.599","8.683","10.332","11.672","16.708","1.605","5.051","138.423"
"8","PC","Renger van der Zande","42","1:20.081","57:04.431","Green","Track","0.607","6.821","7.368","11.090","8.300","10.499","11.882","16.660","1.658","5.196","135.914"
"20","PC","Johnny Mowlem","41","1:19.238","57:05.011","Green","Track","0.615","6.856","7.281","11.332","7.993","10.151","11.777","16.289","1.696","5.248","134.146"
"38","PC","Kyle Marcelli","42","1:19.180","57:07.871","Green","Track","0.614","6.872","7.239","11.308","7.880","10.123","11.737","16.522","1.654","5.231","134.365"
"911","GTLM","Nick Tandy","41","1:18.628","57:08.580","Green","Track","0.647","7.157","7.072","10.948","7.918","10.040","11.952","15.693","1.706","5.495","127.512"
"54","PC","Colin Braun","27","2:18.897","57:09.945","Green","Track","0.000","0.000","15.054","11.675","8.031","10.805","12.693","17.019","1.964","8.105","0.000"
"25","GTLM","Dirk Werner","41","1:18.931","57:09.959","Green","Track","0.642","7.079","6.995","11.023","7.972","10.172","11.803","15.942","1.757","5.546","128.505"
"67","GTLM","Ryan Briscoe","41","1:19.240","57:12.685","Green","Track","0.637","7.060","7.409","10.977","7.995","10.159","11.858","15.983","1.702","5.460","129.513"
"88","PC","Ashley Freiberg","40","2:54.434","57:19.929","Green","Track","0.000","0.000","15.268","12.943","8.603","11.106","12.367","17.969","1.752","5.350","0.000"
"52","PC","Tom Kimber-Smith","42","1:21.586","57:20.161","Green","Track","0.614","6.870","7.461","11.437","7.931","10.356","11.919","18.001","1.700","5.297","134.365"
"68","GTLM","Daniel Serra","41","1:21.703","57:20.916","Green","Track","0.633","7.082","7.411","11.396","8.170","10.387","12.159","17.284","1.721","5.460","130.332"
"100","GTLM","Lucas Luhr","41","1:21.684","57:21.439","Green","Track","0.638","7.038","7.294","11.277","8.175","10.481","12.143","17.404","1.725","5.509","129.310"
"90","P","Ryan Hunter-Reay","43","1:17.300","57:33.259","Green","Track","0.599","6.731","6.935","11.062","7.766","9.892","11.337","16.174","1.661","5.143","137.730"
"4","GTLM","Tommy Milner","42","1:19.963","57:39.121","Green","Track","0.644","7.217","7.198","11.069","8.040","10.264","11.974","16.252","1.740","5.565","128.106"
"10","P","Jordan Taylor","44","1:16.342","57:48.587","Green","Track","0.601","6.755","6.837","10.658","7.667","9.911","11.294","15.806","1.659","5.154","137.271"
"5","P","Joao Barbosa","44","1:15.712","57:49.247","Green","Track","0.594","6.717","7.010","10.723","7.654","9.683","11.128","15.506","1.602","5.095","138.889"
"3","GTLM","Antonio Garcia","42","1:19.186","57:52.467","Green","Track","0.643","7.159","7.408","11.009","8.000","10.113","11.860","15.777","1.710","5.507","128.305"
"31","P","Dane Cameron","44","1:15.303","57:55.555","Green","Track","0.596","6.716","6.874","10.531","7.502","9.623","11.192","15.519","1.632","5.118","138.423"
"66","GTLM","Dirk Muller","40","1:19.754","58:08.731","Green","Track","0.637","7.070","7.272","11.202","7.955","10.155","12.088","16.250","1.691","5.434","129.513"
"912","GTLM","Frederic Makowiecki","42","1:18.571","58:09.722","Green","Track","0.644","7.118","7.135","10.926","7.868","10.058","11.815","15.790","1.712","5.505","128.106"
"70","P","Joel Miller","44","1:17.147","58:14.696","Green","Track","0.592","6.655","7.141","10.907","7.725","9.980","11.244","16.190","1.660","5.053","139.358"
"62","GTLM","Toni Vilander","42","1:19.931","58:14.753","Green","Track","0.648","7.203","7.295","11.136","8.015","10.093","11.943","16.312","1.731","5.555","127.315"
"55","P","Tristan Nunez","44","1:17.298","58:15.271","Green","Track","0.595","6.679","7.199","11.045","7.655","9.720","11.383","16.292","1.651","5.079","138.655"
"0","P","Katherine Legge","42","1:17.881","28:51.973","Green","Track","0.593","6.672","7.443","11.255","7.864","9.996","11.638","16.505","1.578","0.000","139.123"
"85","PC","Stephen Simpson","43","1:17.930","58:20.892","Green","Track","0.616","6.894","7.228","11.000","7.849","10.086","11.597","15.740","1.660","5.260","133.929"
"0","P","Katherine Legge","42","1:18.564","58:22.380","Green","Track","0.593","6.672","7.443","11.255","7.864","9.996","11.638","16.505","1.578","5.020","139.123"
"8","PC","Renger van der Zande","43","1:18.635","58:23.066","Green","Track","0.607","6.822","7.097","11.207","7.961","10.054","11.808","16.246","1.644","5.189","135.914"
"20","PC","Johnny Mowlem","42","1:18.929","58:23.940","Green","Track","0.608","6.793","7.164","11.133","7.886","10.284","11.756","16.291","1.727","5.287","135.691"
"38","PC","Kyle Marcelli","43","1:17.967","58:25.838","Green","Track","0.610","6.847","7.024","11.107","7.783","9.954","11.608","16.167","1.648","5.219","135.246"
"911","GTLM","Nick Tandy","42","1:18.720","58:27.300","Green","Track","0.644","7.122","7.074","10.884","7.861","9.980","11.933","16.045","1.692","5.485","128.106"
"25","GTLM","Dirk Werner","42","1:18.528","58:28.487","Green","Track","0.641","7.096","6.976","10.980","7.882","10.079","11.770","15.878","1.727","5.499","128.705"
"54","PC","Colin Braun","28","1:20.427","58:30.372","Green","Track","0.905","7.967","7.651","11.097","7.891","10.079","11.588","16.360","1.655","5.234","91.160"
"67","GTLM","Ryan Briscoe","42","1:18.919","58:31.604","Green","Track","0.636","7.070","7.395","10.976","7.925","10.126","11.783","15.862","1.703","5.443","129.717"
"52","PC","Tom Kimber-Smith","43","1:18.391","58:38.552","Green","Track","0.615","6.893","7.505","10.998","7.836","9.996","11.682","15.906","1.670","5.290","134.146"
"88","PC","Ashley Freiberg","41","1:22.206","58:42.135","Green","Track","0.622","6.964","8.087","11.669","8.074","10.520","11.925","17.295","1.705","5.345","132.637"
"68","GTLM","Daniel Serra","42","1:21.801","58:42.717","Green","Track","0.635","7.108","7.496","11.686","8.097","10.444","12.144","17.060","1.693","5.438","129.921"
"100","GTLM","Lucas Luhr","42","1:21.917","58:43.356","Green","Track","0.638","7.061","7.348","11.675","8.221","10.484","12.110","17.129","1.715","5.536","129.310"
"90","P","Ryan Hunter-Reay","44","1:17.000","58:50.259","Green","Track","0.599","6.723","6.923","11.037","7.675","9.874","11.335","16.025","1.663","5.146","137.730"
"60","P","Oswaldo Negri","43","2:35.199","58:52.853","Green","Track","78.186","6.750","7.261","11.087","7.924","9.826","11.512","15.902","1.624","5.127","1.055"
"4","GTLM","Tommy Milner","43","1:19.963","58:59.084","Green","Track","0.649","7.206","7.127","11.160","8.038","10.242","11.980","16.293","1.738","5.530","127.119"
"10","P","Jordan Taylor","45","1:15.923","59:04.510","Green","Track","0.602","6.760","6.842","10.736","7.636","9.759","11.287","15.568","1.619","5.114","137.043"
"5","P","Joao Barbosa","45","1:15.948","59:05.195","Green","Track","0.596","6.685","7.019","10.710","7.583","9.829","11.198","15.634","1.608","5.086","138.423"
"3","GTLM","Antonio Garcia","43","1:18.533","59:11.000","Green","Track","0.649","7.188","7.111","10.799","7.969","10.043","11.746","15.780","1.736","5.512","127.119"
"31","P","Dane Cameron","45","1:15.499","59:11.054","Green","Track","0.599","6.714","6.931","10.572","7.548","9.698","11.209","15.590","1.585","5.053","137.730"
"912","GTLM","Frederic Makowiecki","43","1:19.249","59:28.971","Green","Track","0.644","7.129","7.154","10.935","7.991","10.224","11.994","15.967","1.713","5.498","128.106"
"66","GTLM","Dirk Muller","41","1:21.339","59:30.070","Green","Track","0.635","7.076","7.384","11.196","8.043","10.209","12.486","17.143","1.725","5.442","129.921"
"70","P","Joel Miller","45","1:16.733","59:31.429","Green","Track","0.591","6.721","7.134","10.729","7.618","10.027","11.355","15.784","1.687","5.087","139.594"
"55","P","Tristan Nunez","45","1:16.636","59:31.907","Green","Track","0.590","6.681","7.164","10.833","7.709","9.802","11.375","15.783","1.651","5.048","139.831"
"62","GTLM","Toni Vilander","43","1:20.097","59:34.850","Green","Track","0.648","7.235","7.482","11.145","8.115","10.110","12.012","16.054","1.746","5.550","127.315"
